Mes,Hora,MP_2.5,MP_10,Temp._promedio_aire,Precipitacion_horaria,Humed._rel._Promedio,Presion_Atm,Rad_solar,Veloc_viento,Direccion_viento
6,13,112,0,7,0,90,1005,140,0.3,333.5
6,14,119,0,7.6,0,89.1,1004,84.1,0.3,338.7
6,15,125,0,8.2,0,88.8,1003.2,72.4,0.3,345.3
6,16,103,0,8.8,0,88.8,1002.2,37.1,0.4,339.1
6,17,18,0,11,0.5,83.7,1002,5.5,4.9,300.8
6,18,16,0,12,0,79.1,1002,0.2,5.6,246.5
6,8,80,0,8.5,0,94.4,1009.2,15.2,0.3,338.5
6,9,203,0,8.8,0,93.6,1009.5,66.4,0.3,341.1
6,10,91,0,9.5,0,92.8,1009.2,104.6,0.3,341.6
6,11,34,0,10.4,0,89.9,1009.2,354.1,0.3,339.8
6,12,22,0,12.5,0,81.2,1009,389.4,0.5,324.6
6,13,21,0,12.2,0.1,85.4,1008,200.5,0.3,341.6
6,14,21,0,12.2,0,87,1008,139,0.3,332.9
6,15,25,0,11.5,0.5,92,1007.2,69.8,0.3,331.8
6,16,37,0,11.3,0.6,93.9,1007,35.7,0.3,342.8
6,17,35,0,11.1,0.3,92.8,1007.5,10.6,0.3,285
6,18,27,0,11.1,0.2,92.2,1007.8,0.3,0.6,320.4
6,8,61,0,9,0.5,98,1008,3.2,0.3,344.5
6,9,34,0,9.2,1.3,98.1,1008.5,30.2,0.3,348
6,10,39,0,9.5,0.9,97.9,1009,106.2,0.3,320
6,11,14,0,10.6,0,94.4,1009,220.9,0.3,304.9
6,12,19,0,11.4,0,89.3,1009,238.4,0.4,273.8
6,13,18,0,11.3,0,91,1009,192.6,0.3,339
6,14,11,0,11.9,0,87.7,1008.5,179,0.3,280.9
6,15,22,0,12.4,0,79.1,1008,158.2,0.3,343.1
6,16,12,0,11.7,0,79.3,1009,93.7,0.3,337.4
6,17,24,0,10.8,0,83.1,1009.5,41.2,0.3,291.7
6,18,34,0,10.6,0,81.9,1010,0.3,3.5,358.5
6,8,6,0,13,2.9,88.5,1001.8,2.9,4.8,341.9
6,9,17,0,12.7,0.8,85,1001.5,14.3,5.9,341
6,10,22,0,12.5,0,81.4,1001,52.9,3.6,338.2
6,11,16,0,13.6,0,78.9,1001.2,344.3,2.7,339.6
6,12,17,0,14.2,0,73.9,1002,359.5,4.5,338.5
6,13,15,0,14.1,0.6,77.8,1001.8,442.3,4.1,339.3
6,14,23,0,13.9,0,80,1000.5,191.9,4.7,333.4
6,15,34,0,13.8,0,78.5,1000,132.8,4.8,297.9
6,16,24,0,13.8,0,75.5,1000,70.5,5,305
6,17,23,0,13.8,0,77.1,1000,49.3,5.5,307.8
6,18,18,0,13.7,0,77.2,1000,0.3,5.8,336.4
6,8,23,0,9.3,0,81.2,1009.5,12.6,0.3,331.3
6,9,38,0,11.2,0,69.1,1010.2,127.4,0.7,329.6
6,10,29,0,11.6,0,70.1,1011,201.5,0.7,330.2
6,11,23,0,11.9,0,70.5,1012,192.2,1.4,338.5
6,12,24,0,11.2,0.6,77.8,1012,251.8,0.6,342.5
6,13,18,0,12.2,0,75.8,1012,271.2,0.5,340.6
6,14,23,0,12.2,0.9,74.4,1011.5,351.4,1.3,338.4
6,15,8,0,11.8,0.5,75.6,1011.5,243.3,1.3,336
6,16,14,0,11.1,1,79,1011.2,111.8,1.4,340.4
6,17,24,0,9.2,0,87.1,1011.2,23.6,0.4,268.5
6,18,33,0,9.1,0.2,88.5,1011,0.4,0.6,309.7
6,8,6,0,10.5,0.4,88.2,1003.5,7.8,3.6,265.6
6,9,9,0,10.2,4.1,92.1,1002.2,7.8,3.4,254.5
6,10,7,0,10.2,6.1,91.7,1001.2,25.6,6.9,322.2
6,11,9,0,10.5,8.3,88.1,1001,18,7.3,340.3
6,12,16,0,9.7,4.2,90.8,1000.5,41.3,3.2,336.9
6,13,44,0,9.8,5.2,93.4,999.8,33.4,1.6,308.1
6,14,59,0,10.1,5.2,90.8,1000,76,1.3,333.5
6,15,34,0,9.9,0.7,88.9,1000.5,123.6,1,315.7
6,16,103,0,8.9,0.8,84,1001.8,35.6,2.6,313.1
6,17,198,0,8.2,0,89,1003.5,16.2,0.3,343.7
6,18,116,0,7.9,0.3,90.1,1005.8,0.8,0.3,338.9
6,8,21,0,5.7,1.7,99.6,1017.8,14.5,0.3,329.6
6,9,15,0,6.4,0.2,98.9,1018,37.2,0.3,331.3
6,10,17,0,7.6,0.1,97.2,1018,295.1,0.3,339
6,11,20,0,8.9,0,89.7,1018.2,280.6,0.3,307.1
6,12,45,0,9,0,90.8,1017.2,158.6,0.3,342.3
6,13,28,0,8.8,0,91.4,1016.2,118.7,0.3,336.7
6,14,28,0,9.1,0,92,1015.5,70.4,0.3,338.3
6,15,38,0,9.4,0,90.5,1014.2,97.1,0.3,342.9
6,16,30,0,9.5,0,87.9,1013,68.8,0.3,274.3
6,17,50,0,8.8,0,88.2,1012.5,8.1,0.3,332.5
6,18,48,0,8.4,0,90.4,1011.8,0.2,0.3,341.9
6,8,12,0,10,0.3,83.4,1006.8,8,4.9,263.5
6,9,16,0,9.8,0.1,79.5,1007.8,151.2,1.1,316.1
6,10,14,0,9.7,1.6,81.7,1008.2,108.1,2.1,339.6
6,11,27,0,9.6,1.3,79.5,1009,277.4,2.4,341.3
6,12,23,0,10,0.4,81.2,1008.8,426.7,1.6,337.7
6,13,17,0,11.2,0,73.2,1008,427.9,0.8,336.7
6,14,21,0,11.3,0.4,69.2,1008,402.9,2.3,332.1
6,15,23,0,11,0,72.9,1008,244.2,2.5,343.1
6,16,32,0,10.9,0,71.2,1008,226.8,2.3,288.8
6,17,44,0,10.2,0,73.3,1008,56.1,0.4,332
6,18,66,0,9.1,0.1,79.3,1008,0.8,0.3,314.9
6,8,8,0,6.9,3.5,92,1007.2,5.4,0.3,316.2
6,9,32,0,6.7,0,93.4,1007,59.8,0.3,305.1
6,10,29,0,7,0,92.2,1008,240.3,0.3,256.6
6,11,11,0,8.7,0,85.2,1008,326,0.3,254.3
6,12,11,0,9,0,84.3,1008,407.2,0.3,263.8
6,13,14,0,9.1,0,82.2,1007,276.9,0.4,287.2
6,14,55,0,7.8,1.9,86.1,1007,226.1,1,323.6
6,15,34,0,7.3,0,90.9,1007,203.2,0.3,262.5
6,16,40,0,8,0,78.6,1007,153.5,0.3,302
6,17,36,0,6.9,0,86.3,1007,13.4,0.4,248.8
6,18,129,0,6.2,2.9,92.2,1007.8,0.2,0.4,310.4
6,8,27,0,5,0,94.8,1013,5.3,0.3,326.9
6,9,42,0,5.4,0,95.1,1013.8,39.6,0.3,326.5
6,10,64,0,6,0,91.8,1015,63.2,0.3,316.1
6,11,45,0,6.4,0,89.2,1015.8,101.1,0.3,324.3
6,12,59,0,7.3,0,85.4,1016,182.1,0.3,312.4
6,13,21,0,9.3,0,71.1,1016,462.4,0.3,337.6
6,14,29,0,8.9,0,69.6,1016,165.1,0.3,313.8
6,15,40,0,9.6,0,68.2,1016.2,211,0.3,290.7
6,16,24,0,9.3,0,73.8,1017,199.4,0.3,322.9
6,17,27,0,7.4,0,81.8,1017.2,43.4,0.3,346.6
6,18,73,0,6.5,0,90.6,1018.2,0.9,0.3,333.8
6,8,58,0,4.8,0,97.1,1021.2,24.8,0.3,339.4
6,9,31,0,5.2,0,97.2,1021,44.2,0.3,343.3
6,10,35,0,5.7,0,96.7,1021.8,86,0.3,343
6,11,90,0,6.1,0,96.2,1021,96.4,0.3,338.8
6,12,35,0,7,0,94.2,1021,150.2,0.3,328.8
6,13,27,0,7.4,0,91.2,1020.2,149.2,0.3,331.8
6,14,29,0,7.6,0,89.3,1019.5,122.5,0.4,251.4
6,15,29,0,7.7,0,90.6,1019,101.8,0.3,254.6
6,16,47,0,7.6,0.4,91.6,1019,32,0.3,250.8
6,17,46,0,7.2,0.7,92.1,1019,10.1,0.3,245.4
6,18,46,0,6.9,1.5,93.3,1019,0.2,0.3,249.3
6,8,7,0,6.3,0.5,93.4,1013,2.4,1.8,251.7
6,9,9,0,6,0.8,93.3,1013,22.7,1.8,250.6
6,10,16,0,6,1.4,92.9,1013,36.7,1.4,251.3
6,11,15,0,6.2,0.9,93.6,1013.8,53.6,0.8,249.3
6,12,21,0,6.6,0.7,93.7,1014,71.6,0.6,249.1
6,13,20,0,6.9,1.2,94.4,1014,77,0.3,253.1
6,14,26,0,7.2,1.6,93.3,1013.2,80.5,1,251.8
6,15,28,0,7.2,1.2,94.2,1014,48.9,0.3,249.2
6,16,33,0,7.3,1.8,94.4,1014,24.1,0.3,271.6
6,17,41,0,7.4,3,95,1014,11.1,0.3,248.6
6,18,35,0,7.4,2.8,95.6,1015,0.2,0.3,269
6,8,9,0,7.9,0.2,94.7,1017,6.2,0.3,251.6
6,9,37,0,8.1,0.3,94.7,1017,19.1,0.3,328.5
6,10,19,0,8.3,0.2,94.8,1017,31.2,0.3,329.1
6,11,15,0,8.9,0.1,93.5,1017,124.9,0.4,305.3
6,12,25,0,9.8,0,90,1016.2,124.9,0.4,250
6,13,20,0,10.4,0,88.2,1015,151.2,0.4,249.4
6,14,25,0,10.8,0,84.9,1014.5,134.6,0.3,253.7
6,15,35,0,10.8,0,85.1,1013.2,126.7,0.3,250.3
6,16,98,0,10.1,0,90.7,1012,61.5,0.3,236.1
6,17,146,0,9.5,0,93.6,1011.2,24.4,0.3,236.2
6,18,153,0,8.9,0,94.5,1011,0.3,0.3,253.9
6,8,8,0,9.6,0.3,93.6,1006,7.6,2,258.3
6,9,9,0,9.8,0.6,93.9,1006,29.4,0.6,263.5
6,10,10,0,10,0.4,93.2,1006.5,108.5,0.9,250
6,11,8,0,10.5,0.5,91.4,1007,163.7,1,246.2
6,12,17,0,10.8,1.8,91.4,1007,107.8,0.9,337.6
6,13,26,0,11.2,0.1,91.2,1006,179.8,0.5,325.1
6,14,23,0,11.5,0.3,89.8,1005.8,129.3,0.3,337.8
6,15,40,0,12,0.1,87.8,1005,250.9,0.4,336.3
6,16,59,0,12,0.1,87.3,1005,72,0.3,250.4
6,17,107,0,11.3,0,88.9,1005,8.7,0.3,252.1
6,18,110,0,10.5,0,93,1005,0.3,0.3,260.3
6,8,0,0,7.2,0,96,1006.5,11.6,0.3,344
6,9,0,0,7.6,0,95.6,1007,28.4,0.3,342.7
6,10,34,0,7.8,0.5,94.3,1007.8,34.2,0.3,323.2
6,11,40,0,8,1.5,92.8,1008.2,42.6,0.3,344.5
6,12,40,0,8.1,0.3,93.1,1008.5,61.7,0.3,346.6
6,13,42,0,8.1,0.4,94.3,1008,47.4,0.3,343.6
6,14,50,0,8.1,0.9,95.2,1008.2,43.6,0.3,341.4
6,15,57,0,8,0.9,95.9,1009,31.5,0.3,338.2
6,16,32,0,8,0.9,96.2,1009.8,28.7,0.3,338.2
6,17,54,6,7.9,1.2,95,1010.8,8.2,0.3,338.2
6,18,37,0,7.6,1.1,94.6,1011.8,0.2,0.3,254.2
6,8,36,0,7.5,0.1,97.4,1019.5,7.7,0.3,346.1
6,9,61,0,7.6,0.6,97.5,1020,30.6,0.3,339.8
6,10,69,0,8.2,0.1,97.4,1020,79.2,0.3,344.8
6,11,39,0,8.9,0.3,96.8,1020,97.9,0.4,342.4
6,12,17,0,9.5,0.6,96.5,1019.2,109.2,1,343.9
6,13,21,0,10.4,0.4,94,1018.2,88.6,2,289.1
6,14,19,0,10.5,1.6,93.2,1017.2,58.4,0.6,247.4
6,15,15,0,10.3,2.2,93.7,1016.2,28.8,2.3,248.4
6,16,17,0,10.3,2.3,93.5,1016,16,1.5,249
6,17,18,0,10.4,0.7,91.9,1015.5,4.7,1.6,248.2
6,18,20,0,10.2,1.6,92.3,1015,0.2,1.3,248.5
7,8,17,0,9,0.8,97.3,1015,3.2,0.3,307
7,9,21,0,9.4,0.3,97.6,1015.5,60.6,0.3,253.7
7,10,21,0,10.4,0,95.4,1016,182.9,0.3,259
7,11,14,0,11.7,0,87.7,1016.5,319.8,0.3,308.6
7,12,17,0,12.5,0,80.9,1016.2,331.1,0.8,340.8
7,13,13,0,12.4,0,77.8,1016,259.1,0.7,340.5
7,14,7,0,12.1,0.1,85.4,1016,246.3,0.8,339.1
7,15,9,0,12,0,84.1,1016.8,326.7,0.6,338.5
7,16,8,0,11.6,0,85.1,1017,147.8,1.6,337.8
7,17,35,0,11.2,0,85.7,1017,43.5,1.8,346.4
7,18,57,0,9.9,0.2,89.7,1017,1.4,1.1,311.7
7,8,23,0,7.2,0,94.9,1021,21.7,0.3,262.8
7,9,53,0,7.6,0,95.6,1021,84.6,0.3,255.9
7,10,25,0,8.7,0,95,1021,133.7,0.3,348.7
7,11,17,0,9.8,0,89.8,1021,212.9,1.6,343.4
7,12,32,0,10.6,0,86.5,1021,197,1.8,357.7
7,13,22,0,10.1,0,89.2,1020,92.3,2.2,19.2
7,14,17,0,9.8,0,90.1,1019,147.3,2.1,5.4
7,15,18,0,10.6,0,84,1018.5,153.2,0.7,40.2
7,16,31,0,10.5,0,83.4,1018,92.1,1.4,350.2
7,17,42,0,9.7,0,89.3,1017.2,29.8,0.2,28.3
7,18,45,0,8.8,0,93.6,1016.2,0.4,0,30.8
7,8,17,0,7.2,0,93.8,1008,15.9,0,0
7,9,27,0,7.1,0,94.4,1008,45.4,0,349.1
7,10,30,0,7.4,0,91,1008.5,117.2,1.8,25.6
7,11,24,0,7.6,0.1,90.2,1008.2,113.2,2.1,38.9
7,12,22,0,7.6,1.3,92.5,1008,109.8,2,359.5
7,13,25,0,8.9,0.5,92.6,1006.8,234.4,2.8,23.4
7,14,19,0,10.4,0.8,86.7,1006,362.8,3.5,358.1
7,15,26,0,10.7,1,79.2,1006.2,305.7,4.7,282.7
7,16,37,0,10.3,1,78.2,1007,98.1,5,269.8
7,17,58,0,10.2,0,72.3,1008,70.2,3.1,262.4
7,18,71,0,9.5,0.2,79.9,1008.8,1.1,3.1,278
7,8,33,0,6.1,4.7,95.6,1010.2,2.2,0.3,310
7,9,41,0,6.2,2.9,96.7,1010.5,27.6,0.3,257.9
7,10,90,0,6.3,4.5,96.8,1011,21.6,0.3,300.7
7,11,86,0,6.3,1.3,97,1011,25.7,0.3,297
7,12,22,0,7.1,0.6,93,1011,192.2,0.3,251
7,13,17,0,7.8,0,87,1011,218.1,0.3,252
7,14,23,0,8,0,85.6,1011,136.4,0.3,281.1
7,15,55,0,7.7,1,90.2,1011,69.6,0.3,258.8
7,16,133,0,7.4,1.1,93.6,1011,25.6,0.3,291.5
7,17,126,0,7.2,1.8,95.4,1012,8.2,0.3,304.9
7,18,89,0,6.9,2.5,96.1,1012.5,0.2,0.3,325.4
7,8,11,0,4,0.1,98.2,1019.5,9.6,0.3,274
7,9,39,0,3.8,0,98.5,1020,18.9,0.3,268.6
7,10,47,0,,,,,,,
7,11,51,0,4.4,0,98.3,1022,110.5,0.3,317.1
7,12,30,0,,,,,,,
7,13,33,0,4.9,0,98.1,1022,148.7,0.3,341.2
7,14,36,0,,,,,,,
7,15,17,0,,,,,,,
7,16,25,0,6.6,0,89,1022,211.5,0.3,340.6
7,17,60,0,5.6,0,93.7,1022,29.9,0.3,340.4
7,18,102,0,5.3,0,95.6,1022,1.2,0.3,341.1
7,8,35,0,,,,,,,
7,9,52,0,,,,,,,
7,10,78,0,,,,,,,
7,11,44,0,4.2,0,96.2,1019.5,187.6,0.3,245.1
7,12,45,0,4.8,0,90.2,1018.8,243,0.3,292.2
7,13,28,0,6,0,84.6,1017.8,457.7,0.3,259.3
7,14,16,0,7,0,80.3,1017,463.5,0.3,328.9
7,15,22,0,6.7,0,82.7,1016.5,337.7,0.3,331.6
7,16,23,0,7,0,80,1016,223.2,1.6,346.5
7,17,32,0,5.2,0,89.2,1016,88.3,1.8,349
7,18,30,0,3.4,0,95.1,1016,1.5,0.3,302.4
7,8,28,0,2.1,0,99.2,1015.8,18.9,0.4,343.3
7,9,29,0,2.7,0,96.8,1015.2,93.9,0.3,343.1
7,10,76,0,3.4,0,94.3,1015,120.1,0.3,343.9
7,11,81,0,3.8,0.1,93.2,1015,90.1,0.3,341
7,12,78,0,4.9,0.4,93,1014,96.4,0.3,326.3
7,13,25,0,6.4,1,87.6,1013.5,60.1,1.7,334.4
7,14,21,0,6.5,0.3,88,1012.5,42.6,3.1,250.8
7,15,17,0,6.4,0.6,90.9,1011.2,37.8,4.8,252
7,16,19,0,6.2,3,93.4,1011,28.2,5.1,250.6
7,17,19,0,6.1,5.5,94.8,1010.8,2.1,4.4,250.2
7,18,76,0,6.2,9.1,95.9,1012,0.1,0.4,324.1
7,8,36,0,3.4,1.8,98.9,1019,15.2,0.3,307.2
7,9,50,0,3.8,0,99.4,1019,159.6,0.3,291.2
7,10,119,0,6.2,0.1,96.4,1019.8,216.5,0.4,276.8
7,11,22,0,6.9,0.2,91.6,1020.2,161.5,0.3,292.4
7,12,34,0,8.1,0,87.1,1020.2,292.7,0.9,330.9
7,13,0,0,9.1,0,79.2,1020.2,263.8,0.3,324.7
7,14,41,0,9.2,0.1,77.9,1020,214.4,1,338.7
7,15,42,0,8.2,0.5,84.8,1020.2,115.3,0.3,318.8
7,16,43,0,7.6,0,88.1,1020,95.3,0.3,248.3
7,17,133,0,7.4,0,90.8,1021,23.4,0.3,288.2
7,18,80,0,6.4,0,94.7,1021,0.7,0.3,284.8
7,8,2,0,11.8,11.5,92.9,1008.8,0.8,5,340.6
7,9,10,0,12.4,9.9,92.3,1008.2,6.8,6.4,336.1
7,10,14,0,12.6,9.4,91.9,1007.5,15.3,6.5,333.7
7,11,10,0,12.8,4.7,90.8,1007.8,27.7,8.1,331.3
7,12,21,0,12.8,7.3,91.2,1007.5,47,8.6,328.7
7,13,12,0,12.7,6.8,92.5,1006.5,71.2,8.7,327
7,14,15,0,12.7,3,92.8,1006,79.8,9,327.8
7,15,11,0,12.6,2,92.4,1006,54.9,8,325.9
7,16,16,0,12.5,2.5,93.3,1005,27,7.2,327.2
7,17,19,0,12.6,5.1,92.6,1004.8,7.6,6.2,326.5
7,18,19,0,12.5,0.6,92.6,1004.2,0.2,5.2,327.4
7,8,123,0,3,0,97.4,1015.2,20.8,0.3,304.6
7,9,37,0,4.9,0,97.4,1016,124.7,0.3,256.1
7,10,24,0,8.1,0,83.1,1017,322.1,0.3,341
7,11,19,0,9.5,0,74.3,1017.2,477.1,0.3,316.1
7,12,50,0,8.9,0.5,76,1018,540.2,0.5,315.4
7,13,31,0,9,0,70.1,1017.8,428.2,0.9,333
7,14,22,0,10.1,0,66.6,1017.2,479.8,1.1,341.8
7,15,25,0,10,0,66.5,1017,265.4,0.6,327.9
7,16,39,0,8.6,0.3,72.6,1017,72.4,3.6,333
7,17,61,0,7.5,0.2,79.3,1017,18.2,0.9,333.4
7,18,44,0,7.1,0,82.5,1017,1.7,2,337.2
7,8,11,0,9.4,0.1,76.9,1013,4.3,4.5,256.4
7,9,27,0,8.5,0.4,82.2,1013.2,37.9,3.9,247.2
7,10,27,0,8.3,0.2,83.6,1014,67.2,2.9,243.1
7,11,42,0,8.3,0.3,82.7,1014.8,88.1,2.9,252
7,12,56,0,8,0.3,85.6,1015,92.7,1.6,251.7
7,13,29,0,8,0.6,88.1,1015,220.8,2.9,254.2
7,14,30,0,8.4,0,83.3,1014.2,167.5,3.3,254.1
7,15,46,0,8.9,0.1,80.8,1015,191.4,2.9,260.7
7,16,53,0,8.8,0.2,81.3,1015,83,2.5,270.4
7,17,56,0,8.8,0,80.5,1015,31.4,0.8,259.1
7,18,98,0,8.2,0,85.4,1015.5,1,0,0
7,8,59,0,5.7,0,96.1,1019,7.7,0.2,30.4
7,9,46,0,5.9,0,96.5,1019.2,62.2,0,0
7,10,66,0,6.7,0,96.2,1020.2,140.6,0,0
7,11,98,0,7.8,0,92,1021,187.7,0.3,27.5
7,12,75,0,8.6,0,87.5,1020.8,247.9,0,0
7,13,37,0,9.8,0,80.7,1020,265.8,0,0
7,14,52,0,9.8,0,73.6,1020,262.4,1.5,272.7
7,15,44,0,9.5,0,73.4,1020,164.7,0.3,147.7
7,16,49,0,9.3,0,71.8,1021,149,0.8,142.6
7,17,95,0,8.2,0,81.6,1021,46.7,0,0
7,18,203,0,6.5,0,91.2,1021,1.6,0,0
7,8,18,0,1.1,0,99.9,1026,13.6,0.5,80.4
7,9,22,0,1,0.1,99.9,1026.2,60,0.1,42.7
7,10,90,0,1.2,0,99.9,1027.2,112.5,0,334.6
7,11,44,0,1.9,0,99.9,1027.2,147.5,1,5.4
7,12,40,0,2.2,0,99.9,1026.8,180.6,1.9,350.1
7,13,31,0,2.8,0,99.9,1026,215.6,2.6,343.3
7,14,25,0,3.4,0,98.4,1025,462.8,3.2,345.9
7,15,24,0,4.2,0,93.4,1024.8,304.7,2.6,348.9
7,16,22,0,4,0,90.8,1024,218,3,358.8
7,17,53,0,3.3,0,92.8,1024,70.5,2,355.1
7,18,53,0,2.5,0,94.5,1024,5.3,0,0
7,8,29,0,1,0,99.9,1020.2,19.1,1.3,36.9
7,9,34,0,1.5,0,99.9,1020,75.4,2.3,354.3
7,10,34,0,2.3,0,99.9,1020,207.2,1.3,348.4
7,11,58,0,3.5,0,99.4,1020,219.3,0,0
7,12,72,0,4.1,0.1,95.4,1019,156.3,0.9,292.9
7,13,147,0,5.6,0,90.3,1018.8,190.3,0.1,169.8
7,14,147,0,6.9,0,85.3,1018,313.9,0.4,356
7,15,150,0,7.4,0,87,1017.2,244.2,0.9,328.1
7,16,68,0,7.3,0,86.8,1017,130.2,1,337.8
7,17,85,0,6.7,0.3,91.6,1017,26.1,1.5,344.4
7,18,121,0,6.5,0,93.8,1017.8,1.7,0,0
7,8,47,0,6.9,0,98.3,1014,10,0,0
7,9,127,0,7.3,0,98.6,1014,77,0.1,56.7
7,10,139,0,7.8,0,98.4,1014,92.2,0,0
7,11,148,0,8.5,0,98,1014,157,0,0
7,12,37,0,9.4,0,95.8,1013.2,153.6,0,0
7,13,35,0,10.7,0,90.1,1012.8,215.2,0,0
7,14,49,0,11.5,0,87.6,1012,349.8,0,0
7,15,62,0,11.9,0,87.2,1012,321.4,0,0
7,16,49,0,11.7,0,89.7,1012,83.7,0,0
7,17,84,0,11.2,0,92.4,1012,37.8,0,0
7,18,84,0,10.7,0,94.5,1012,1.1,0,0
7,8,48,0,8.8,0,98.3,1012,3.8,0,0
7,9,106,0,9,0,98,1012,24.5,0,0
7,10,107,0,9.8,0,91.3,1012,83.7,2.1,28
7,11,34,0,10.1,0,88.6,1011.8,60.8,2.5,37.5
7,12,36,0,10.2,0,88.7,1010.5,117.6,3.1,340.8
7,13,33,0,10.8,0,86.1,1009.8,144.4,3.1,42.4
7,14,37,0,11.4,0,83.8,1008.2,164.6,2.8,35
7,15,42,0,12,0,81.1,1007.5,64,2,41.2
7,16,32,0,11.7,0,83.6,1007,35.2,3.1,63.3
7,17,33,0,11.5,0,83.1,1006.2,16.2,3.3,56.1
7,18,28,0,11.4,0,82,1006,0.6,3.7,58.8
7,8,7,0,10.2,0,88.2,1001,12,2.2,31.8
7,9,12,0,10.4,0,89.9,1001,29,3.3,56
7,10,14,0,10.2,1.4,91.5,1000.8,31.3,4,38.6
7,11,14,0,10.1,0.9,90.4,1001,35.8,4,38.8
7,12,13,0,9.9,2,88.4,1001,58.3,3.7,340.9
7,13,21,0,10.5,0.1,88.5,1000.8,237.9,2.7,61.1
7,14,15,0,11.5,0,81.4,1001,343.4,2.8,354
7,15,18,0,12.4,0,80.6,1001,324,2.9,356.1
7,16,17,0,13.1,0,77,1001.8,286.2,3.9,357.8
7,17,26,0,12.1,0,79.6,1002,43.7,2.8,50
7,18,21,0,12,0,82.6,1002,2.1,3.6,39.5
7,8,6,0,12.2,1.5,85,1001.5,21.3,5.4,339.3
7,9,15,0,12.6,0,79.9,1002.5,47.9,5,330.2
7,10,9,0,13.1,0.2,77.6,1003,78.4,5.5,338.8
7,11,8,0,12.1,1.6,87.7,1003,77.3,4.2,346
7,12,15,0,11.6,2.6,89.2,1004,74.9,3.7,357
7,13,19,0,11.2,1,90.7,1004,99.5,3.2,26.4
7,14,13,0,12.5,0.3,83.6,1004,193.3,4,323.4
7,15,20,0,12.7,1.1,83,1004,154.6,3.7,320
7,16,10,0,11.3,1.8,87.8,1004,65.3,3.4,325.3
7,17,14,0,11.9,0.1,85.9,1004.8,26.4,3,358.8
7,18,14,0,12.4,0,81.8,1005.2,3.3,3,355.1
7,8,9,0,10.1,0,86.3,1008,15.5,3.7,357.4
7,9,19,0,10.3,0.3,84.5,1008.2,49.3,4.2,356.3
7,10,14,0,11.1,0.1,82.2,1009,225,5.1,358.8
7,11,11,0,11.2,0.3,83.5,1009.8,96.7,5.1,352.7
7,12,15,0,10.4,4.8,91.3,1010.2,136.2,3.7,357.6
7,13,12,0,11.2,0.4,86.8,1010.2,122.6,3.9,348.2
7,14,21,0,12,0.2,81.6,1010,98,4.6,352.3
7,15,22,0,12,0,82.1,1010,82.2,3,358.1
7,16,32,0,10.9,0.4,81.5,1010.5,72.2,4.5,342.9
7,17,108,0,9.5,0,90.3,1011,38.2,1.6,165.6
7,18,134,0,9.1,0,92.4,1011,1.9,0.5,111.1
7,8,183,0,3.9,0,97.7,1013,24.9,0,0
7,9,234,0,5,0,98.5,1013,54.9,0,0
7,10,147,0,6.7,0,98.3,1013,117.8,0,0
7,11,310,0,7.3,0.9,98,1013,60.1,0,0
7,12,128,0,7.7,5.9,98.1,1013.8,29,0,0
7,13,104,0,8.4,0.8,97.6,1013,150.9,0,0
7,14,44,0,10,0,86.6,1012.2,338.2,1.3,74.5
7,15,27,0,10.6,0,82.8,1012,189,1.9,76.7
7,16,40,0,10.4,0,85,1012,69.3,0.4,64.8
7,17,104,0,10,0,90.4,1012.2,28.6,0,0
7,18,185,0,9.4,0,94.2,1013,1.8,0,0
7,8,73,0,6.8,0.7,98.4,1014.5,4.1,0,0
7,9,173,0,7.1,1.5,98.5,1015.2,19.1,0,0
7,10,104,0,7.7,1.4,98.4,1016,41.6,0,0
7,11,35,0,8.1,1.7,95.6,1016.5,58,1.9,65.6
7,12,52,0,8.3,1.6,91.3,1017,66.6,1.6,66.8
7,13,68,0,8.6,1.3,91.4,1017,190.1,0.7,107.1
7,14,35,0,9.4,0.1,88.7,1017,145.2,1.6,51.3
7,15,30,0,9.4,0,92.7,1017,84.3,0,12.5
7,16,46,0,9.4,0,92.9,1017.2,117.4,0,0
7,17,44,0,9.1,0,93,1018,19.8,0,0
7,18,294,0,8.2,0,95.4,1018,8.2,0,0
7,8,146,0,3.9,0,99.9,1023,22.1,0.3,264.8
7,9,82,0,5.1,0,99.9,1023,181.3,0.3,264.8
7,10,37,0,8.6,0,95.6,1023.8,322.3,0.3,264.7
7,11,33,0,10.8,0,75.8,1024,294.5,0.3,264.2
7,12,29,0,11.1,0,73.8,1024,242.6,0.3,263.5
7,13,44,0,11.3,0,68.7,1024,201.9,0.3,263.3
7,14,71,0,10.9,0,62.5,1024,143.1,0.3,259.3
7,15,80,0,10.7,0,67.1,1023.2,91.1,0.3,262.5
7,16,102,0,10.2,0,76.9,1023,76.2,0.3,283.3
7,17,81,0,9.6,0,73.5,1023,53.9,0.3,291.5
7,18,119,0,7.4,0,88.7,1023.8,4.3,0.3,326.9
7,8,72,0,1.7,0,89,1023.5,21.4,0.3,307.7
7,9,47,0,2.4,0,90.3,1024,192.8,0.3,292.4
7,10,30,0,6.8,0,68.7,1024,323.5,0.3,310.8
7,11,16,0,9.1,0,56.8,1023.5,421.1,0.3,287.9
7,12,18,0,10.2,0,53,1023,463.6,0.3,289.5
7,13,18,0,11.3,0,52,1022,467.5,0.3,292.8
7,14,14,0,11.7,0,43.8,1021.5,451.1,0.3,287.4
7,15,20,0,12.6,0,44.4,1021,372.7,0.3,297.3
